industry,import_dependency,supplier_concentration,major_suppliers_count,alternative_suppliers_count,avg_lead_time_days,inventory_days,safety_stock_days,monthly_procurement_lakhs,port_dependency,road_dependency,transport_mode,primary_port,shock_type,duration_days,severity_pct,crude_price_change_pct,usd_inr_change_pct,freight_index_change_pct,commodity_price_change_pct,inflation_rate_pct,port_congestion_pct,road_congestion_pct,transport_delay_days,cost_impact_pct,lead_time_impact_days,risk_score
Pharmaceuticals,46.6,42.4,4,3,25.2,38.6,12.2,144.7,86.3,43.9,Road,Hazira (Surat),Labor Union Agitation,32.0,52.2,5.71,0.23,-9.34,6.07,7.94,40.2,39.9,4.5,7.34,9.0,35.3
Chemicals,82.0,58.0,4,3,30.0,28.8,15.4,284.9,77.7,28.5,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,-1.66,2.12,4.16,3.96,3.81,5.0,20.8,0.6,1.49,0.0,22.9
Pharmaceuticals,71.7,54.1,2,5,25.0,19.4,5.4,1266.6,60.2,53.1,Multimodal,Mundra (Gujarat),Critical Raw Material Shortage,30.0,43.2,4.59,1.96,-14.16,59.71,7.02,43.8,40.1,2.9,24.59,6.8,60.6
Engineering,46.0,58.9,5,2,25.5,18.2,5.3,686.0,66.5,58.2,Road,Visakhapatnam,Monsoon Flooding & Highway Blockade,28.0,37.9,3.48,-1.04,-12.47,4.58,5.05,31.5,70.1,4.4,5.09,8.3,39.9
Chemicals,38.1,74.5,4,3,24.6,21.9,6.6,1898.0,99.0,88.4,Road,Kolkata & Haldia,Global Container Shortage,18.0,47.6,-2.35,2.5,72.32,4.9,6.72,39.7,49.1,1.4,15.65,6.5,47.9
Automotive,33.0,60.5,3,2,11.4,5.0,2.0,1052.5,37.0,85.3,Multimodal,Chennai Port,Import Tariff & Trade Restriction,35.0,67.4,18.73,0.48,21.99,12.91,7.45,40.3,27.2,4.0,15.02,6.9,74.1
Electronics,50.8,40.7,2,2,20.6,21.0,7.0,176.3,90.3,85.1,Sea,JNPT (Navi Mumbai),Critical Raw Material Shortage,18.0,91.0,10.91,4.17,-2.96,66.51,7.39,41.1,24.2,2.0,30.33,8.9,68.3
Chemicals,49.3,71.1,3,6,21.1,23.2,8.2,27.1,56.5,73.2,Sea,Visakhapatnam,None (Normal Baseline),0.0,0.0,1.38,1.07,-2.93,1.19,4.07,12.3,22.3,0.9,1.45,0.3,15.3
Automotive,22.0,44.8,1,1,13.0,22.6,12.2,136.7,18.6,47.9,Rail,Chennai Port,Major Port Congestion & Strike,44.0,35.1,18.68,2.48,21.14,5.54,4.94,57.7,35.9,4.1,7.66,5.4,33.9
Chemicals,44.4,37.7,2,3,22.4,31.7,11.2,34.3,58.4,39.6,Rail,Visakhapatnam,Monsoon Flooding & Highway Blockade,41.0,56.5,6.5,1.42,4.21,8.84,6.36,20.4,79.0,7.5,10.95,10.5,41.4
FMCG,24.4,78.1,6,5,7.5,22.4,6.8,27.5,25.8,59.8,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),33.0,81.4,-2.68,8.08,25.48,7.51,7.9,27.7,45.6,2.7,8.56,5.2,34.6
Automotive,54.5,39.5,3,3,12.1,5.4,2.0,408.4,43.4,86.4,Rail,Visakhapatnam,None (Normal Baseline),0.0,0.0,-1.35,0.76,0.99,1.34,4.96,20.3,31.8,0.9,1.75,0.7,22.6
Engineering,9.7,46.2,3,0,19.5,25.7,11.3,889.2,41.9,50.0,Rail,Chennai Port,Crude Oil Surge & Fuel Surcharge,17.0,46.0,31.37,3.8,1.24,12.22,6.46,22.2,37.8,3.6,10.66,5.2,34.8
Steel & Metallurgy,20.8,93.5,7,3,16.7,23.5,7.4,128.1,39.8,79.4,Sea,Mundra (Gujarat),Critical Raw Material Shortage,12.0,30.1,13.96,2.18,0.55,39.05,6.02,38.7,41.1,0.9,15.28,3.2,36.1
Chemicals,67.7,76.4,3,2,17.7,23.0,9.8,12.0,45.5,92.1,Rail,Cochin Port,None (Normal Baseline),0.0,0.0,2.01,0.0,4.37,0.61,3.87,19.1,38.3,0.7,0.0,0.8,21.4
Automotive,44.6,51.5,2,1,13.5,15.7,8.2,67.3,40.3,44.3,Sea,Visakhapatnam,Cyclone Alert & Coastal Freight Halt,12.0,44.8,-5.06,3.56,25.59,3.96,7.19,83.8,26.0,2.1,6.0,5.0,35.7
Textiles,22.5,42.1,4,5,11.1,28.1,9.7,2434.4,40.8,39.3,Rail,Chennai Port,Global Container Shortage,7.0,56.9,12.21,1.03,62.21,4.29,4.64,44.6,48.6,0.5,7.37,1.4,20.3
Pharmaceuticals,79.4,49.9,6,3,17.5,29.9,8.0,79.2,39.0,50.9,Sea,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),36.0,32.7,20.2,4.63,19.25,-7.43,5.69,35.1,15.0,3.9,11.24,5.4,34.8
Pharmaceuticals,55.9,45.8,2,2,20.2,54.4,27.2,618.6,49.9,84.7,Sea,Cochin Port,Critical Raw Material Shortage,5.0,64.4,-3.68,2.68,2.88,43.55,6.61,30.4,38.7,0.7,14.88,3.7,34.2
Automotive,69.1,19.9,3,3,4.7,22.4,9.2,236.2,83.3,68.6,Road,Cochin Port,Global Container Shortage,12.0,51.4,3.17,0.28,81.03,11.78,5.6,25.6,30.7,2.6,16.36,4.4,42.7
Automotive,60.5,15.0,5,2,6.3,23.1,6.5,10.8,53.1,73.3,Multimodal,Visakhapatnam,Monsoon Flooding & Highway Blockade,24.0,89.1,6.34,5.17,1.6,5.02,7.59,47.1,90.1,9.4,15.27,16.2,62.5
FMCG,29.4,60.1,5,3,5.3,22.6,9.7,1494.2,22.0,62.3,Road,Kolkata & Haldia,Major Port Congestion & Strike,11.0,42.4,5.58,3.1,61.05,2.77,5.55,74.0,31.9,5.5,7.72,6.0,33.3
Textiles,5.0,41.9,4,3,4.7,31.0,16.1,950.1,0.0,28.2,Road,Kolkata & Haldia,Major Port Congestion & Strike,42.0,84.8,0.64,0.47,57.85,2.48,4.99,91.4,35.0,7.7,6.17,9.0,32.3
Textiles,48.6,65.0,1,1,11.9,22.5,6.9,49.5,70.7,86.4,Sea,Chennai Port,Import Tariff & Trade Restriction,42.0,80.9,4.98,0.95,23.84,29.89,5.94,43.7,17.7,2.5,22.09,9.8,65.8
Electronics,86.8,42.1,5,1,23.9,25.3,9.5,204.3,67.6,41.2,Rail,Visakhapatnam,None (Normal Baseline),0.0,0.0,-4.18,-0.39,-5.71,0.84,5.33,21.7,26.9,0.4,0.0,0.3,23.6
Electronics,92.4,77.1,4,1,13.4,16.1,4.3,33.2,95.5,91.2,Rail,Visakhapatnam,Currency Depreciation (USD/INR Spike),33.0,87.0,10.56,7.48,9.63,10.39,7.06,27.2,44.3,1.1,19.66,8.7,71.3
Electronics,61.4,70.1,3,0,30.0,14.0,4.5,863.7,78.3,89.1,Rail,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),10.0,25.3,8.34,6.1,8.85,-1.16,7.15,34.8,41.1,2.8,8.13,6.0,44.0
Steel & Metallurgy,39.4,56.0,2,1,12.8,28.8,15.7,15.8,65.0,34.7,Multimodal,Mundra (Gujarat),Labor Union Agitation,19.0,30.4,-7.38,4.02,6.31,1.22,5.47,38.2,48.2,2.3,4.64,3.9,25.0
Textiles,11.4,39.5,3,3,12.4,31.0,13.0,161.1,36.3,96.6,Rail,Mundra (Gujarat),Major Port Congestion & Strike,24.0,43.4,4.56,0.13,69.18,6.73,5.6,74.9,25.5,8.2,12.04,10.8,39.8
Automotive,62.4,77.3,7,1,15.8,12.1,3.5,903.0,17.4,70.2,Road,Chennai Port,Major Port Congestion & Strike,38.0,77.6,9.02,2.51,66.38,-1.96,6.34,84.5,65.0,7.5,12.11,12.7,72.0
Chemicals,66.4,51.2,9,4,12.8,13.5,7.2,236.9,84.1,75.3,Road,Cochin Port,Crude Oil Surge & Fuel Surcharge,37.0,53.6,42.92,0.58,5.68,0.2,4.11,28.0,46.2,1.8,14.35,6.6,57.3
Pharmaceuticals,57.2,93.7,4,2,37.2,26.6,14.6,113.5,69.2,79.9,Road,Cochin Port,Currency Depreciation (USD/INR Spike),13.0,29.0,6.91,3.66,-0.84,5.8,7.24,15.0,43.1,3.7,7.18,5.5,32.8
Chemicals,55.8,59.9,3,5,20.4,27.7,7.9,14.6,18.8,72.8,Rail,Cochin Port,Critical Raw Material Shortage,21.0,42.5,8.78,-0.12,-2.42,45.25,5.66,33.9,48.8,3.9,18.01,5.2,42.4
Steel & Metallurgy,29.4,31.3,1,5,18.0,30.9,16.0,1480.8,56.6,89.3,Road,Hazira (Surat),Labor Union Agitation,42.0,69.5,19.48,2.89,3.69,-3.05,7.04,63.3,60.0,4.9,12.08,13.3,49.1
FMCG,5.0,40.9,5,4,16.8,14.4,5.8,19.5,3.0,66.5,Rail,Mundra (Gujarat),Global Container Shortage,18.0,30.0,13.57,2.3,33.36,6.26,5.17,21.0,25.7,1.4,5.32,1.7,20.2
Electronics,98.0,53.9,2,2,9.3,25.5,12.3,1993.7,83.6,62.1,Sea,Cochin Port,None (Normal Baseline),0.0,0.0,-4.77,1.0,1.33,-7.55,3.78,36.3,16.5,0.5,1.13,0.3,25.6
Steel & Metallurgy,47.9,49.3,3,2,18.6,15.5,8.0,15.1,30.6,33.4,Road,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,8.0,52.9,-4.77,1.75,11.58,3.27,5.66,71.7,46.1,2.9,4.22,5.0,32.1
FMCG,15.4,60.1,6,0,25.2,14.0,6.9,776.5,21.2,62.0,Road,Hazira (Surat),Crude Oil Surge & Fuel Surcharge,30.0,38.7,29.1,3.29,7.3,11.85,7.32,45.7,52.0,3.7,11.51,6.1,47.1
Automotive,59.3,69.4,2,2,11.0,14.0,4.1,980.5,25.1,77.3,Road,Mundra (Gujarat),Global Container Shortage,10.0,26.2,12.69,0.06,38.49,-3.05,7.32,35.5,38.2,1.7,5.41,3.8,31.5
Automotive,30.6,41.6,2,0,12.5,11.2,3.6,2709.8,47.0,72.8,Road,JNPT (Navi Mumbai),Crude Oil Surge & Fuel Surcharge,11.0,51.5,23.36,5.18,7.71,5.63,6.29,22.4,48.6,3.7,11.41,6.3,50.5
Steel & Metallurgy,40.8,15.0,3,2,27.6,36.0,12.8,689.4,67.7,73.5,Sea,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),21.0,45.0,5.35,5.52,10.2,3.44,6.99,55.5,32.3,3.7,9.81,8.2,35.7
Engineering,47.5,20.2,5,4,17.6,29.4,13.3,876.8,26.1,80.9,Road,Kolkata & Haldia,Global Container Shortage,9.0,35.6,13.41,3.19,73.03,-1.22,5.3,32.5,31.0,1.6,7.24,2.9,21.2
Textiles,53.7,65.0,7,4,8.4,29.5,9.6,2334.1,26.9,48.2,Road,Kolkata & Haldia,Labor Union Agitation,27.0,43.7,0.07,-0.42,3.18,1.82,4.31,54.9,32.0,3.4,2.93,5.1,25.2
Steel & Metallurgy,44.4,63.2,4,2,15.8,27.1,9.9,15.1,31.3,66.2,Road,Cochin Port,Monsoon Flooding & Highway Blockade,30.0,56.7,11.57,2.59,17.96,7.83,5.79,60.0,80.8,6.5,11.08,10.5,45.3
Pharmaceuticals,66.4,34.3,6,0,29.5,26.0,6.9,156.2,7.7,70.3,Sea,Mundra (Gujarat),Global Container Shortage,19.0,82.0,10.64,2.0,97.38,1.68,6.19,53.8,36.8,1.2,6.46,6.9,35.7
Textiles,7.5,58.1,5,3,14.9,25.9,9.4,106.8,44.4,40.2,Road,Kolkata & Haldia,Global Container Shortage,6.0,63.1,6.08,1.69,62.39,-3.12,6.84,27.6,42.5,2.4,7.67,3.7,29.4
Automotive,39.8,84.2,4,2,15.1,27.4,12.0,1616.5,57.2,44.2,Road,Chennai Port,Currency Depreciation (USD/INR Spike),24.0,27.9,2.13,4.87,10.26,4.45,5.49,39.8,31.7,2.4,6.92,4.3,31.6
Automotive,39.4,37.0,1,2,11.2,5.0,2.6,129.5,48.5,37.0,Road,Cochin Port,Labor Union Agitation,44.0,60.6,4.34,3.66,8.06,10.47,6.93,56.1,60.5,5.7,11.57,10.5,70.0
FMCG,20.6,42.1,2,3,20.4,19.4,6.9,141.3,13.1,69.8,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),38.0,38.5,4.58,6.06,-1.58,-4.38,5.35,16.0,47.3,3.0,3.7,3.8,26.5
Chemicals,69.9,64.6,3,1,14.9,14.1,5.7,194.0,96.8,88.3,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,-2.32,0.56,-6.02,1.5,4.42,32.4,27.8,1.0,1.1,0.1,25.1
Steel & Metallurgy,12.8,47.2,2,6,9.3,18.7,9.1,86.0,43.7,86.2,Sea,Cochin Port,Currency Depreciation (USD/INR Spike),22.0,82.3,-0.73,8.63,12.51,1.63,5.9,36.2,49.1,2.7,5.87,6.0,36.2
Chemicals,69.0,31.8,4,4,15.8,33.3,10.1,11.8,50.2,83.8,Sea,Cochin Port,None (Normal Baseline),0.0,0.0,-0.48,1.74,-4.87,-0.54,5.65,12.8,12.8,1.0,0.17,0.0,12.7
Pharmaceuticals,67.3,57.4,1,0,22.7,26.9,6.9,177.8,57.2,64.7,Rail,Mundra (Gujarat),Global Container Shortage,30.0,37.3,-0.62,2.53,80.03,4.19,5.76,24.7,44.3,3.9,13.08,7.0,43.5
Engineering,47.1,72.8,3,3,26.4,33.2,14.4,262.3,42.4,90.9,Road,Chennai Port,Critical Raw Material Shortage,41.0,92.3,6.24,4.2,23.01,57.19,5.89,32.9,31.6,2.7,32.49,8.8,60.8
Pharmaceuticals,43.3,36.0,6,2,39.3,26.6,12.3,810.1,57.0,73.2,Road,Visakhapatnam,Major Port Congestion & Strike,6.0,32.1,17.43,1.47,36.53,-3.39,5.99,68.1,29.0,4.2,9.75,6.3,31.2
Pharmaceuticals,60.7,79.3,3,4,28.9,27.6,12.3,22.4,41.6,63.9,Sea,Chennai Port,Major Port Congestion & Strike,31.0,93.5,8.28,4.62,91.02,1.59,5.44,80.4,52.2,9.6,21.41,19.2,73.8
Textiles,19.6,56.7,4,3,13.3,31.7,10.3,78.9,57.1,54.5,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,43.0,40.3,24.49,2.19,-2.5,12.76,4.59,43.9,33.4,1.9,11.66,5.3,37.5
Chemicals,56.8,56.4,4,2,26.8,15.2,4.7,70.7,49.0,47.1,Road,Mundra (Gujarat),Global Container Shortage,8.0,65.0,1.77,3.45,69.68,-3.78,5.74,45.4,59.6,3.6,10.81,7.4,48.1
Steel & Metallurgy,5.0,60.5,8,2,10.2,27.1,7.9,20.9,10.5,60.6,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),22.0,72.6,9.26,10.13,16.04,11.77,7.96,35.5,34.7,2.3,7.65,4.0,28.1
Electronics,63.1,72.6,5,3,26.0,13.1,5.0,10.0,99.0,79.4,Multimodal,JNPT (Navi Mumbai),Global Container Shortage,23.0,59.8,-0.44,1.8,93.38,0.44,5.98,53.6,36.6,2.0,20.91,9.5,73.9
Pharmaceuticals,66.9,41.0,3,2,24.1,30.1,14.9,139.6,49.3,60.5,Road,JNPT (Navi Mumbai),Critical Raw Material Shortage,25.0,45.4,4.46,2.45,20.42,20.32,5.77,60.0,48.9,4.1,14.18,8.7,45.0
Automotive,19.6,51.5,3,2,6.4,14.9,5.5,15.9,45.2,35.2,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-4.18,-1.35,2.94,2.64,4.78,11.6,40.9,1.0,2.08,0.4,24.0
Electronics,69.7,85.9,4,1,14.9,10.6,4.1,2269.7,81.8,54.0,Road,Chennai Port,Import Tariff & Trade Restriction,26.0,83.3,8.93,2.83,14.26,16.79,5.28,50.1,22.0,4.1,17.86,11.0,80.2
Chemicals,76.5,54.1,5,4,18.7,28.0,9.1,11.4,71.1,35.7,Road,Chennai Port,None (Normal Baseline),0.0,0.0,-1.46,1.83,1.4,2.13,6.73,24.7,17.0,1.0,2.06,0.4,18.1
Engineering,26.3,67.4,7,4,14.0,25.9,11.3,42.6,47.7,27.9,Road,Cochin Port,Labor Union Agitation,8.0,50.2,2.18,1.06,11.38,14.7,4.46,51.1,27.5,5.1,8.95,6.4,31.9
Automotive,39.0,57.0,4,0,27.1,26.7,8.6,20.6,52.4,98.0,Sea,Hazira (Surat),Monsoon Flooding & Highway Blockade,27.0,57.4,0.84,0.42,6.93,8.6,7.4,36.2,54.5,7.9,9.58,12.5,49.1
Chemicals,31.9,51.6,3,1,16.9,35.8,18.0,26.1,66.4,53.4,Road,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,37.0,74.1,8.65,3.34,20.23,26.08,4.44,50.7,23.0,1.2,18.18,6.8,47.4
Chemicals,87.3,65.3,3,3,21.9,26.5,8.1,1485.7,26.8,89.4,Rail,Mundra (Gujarat),Global Container Shortage,21.0,84.7,10.89,-0.11,109.29,4.29,4.93,35.8,41.5,3.5,12.06,8.9,46.6
Chemicals,65.5,52.6,2,5,15.5,15.7,7.9,127.7,71.3,76.7,Rail,Hazira (Surat),Global Container Shortage,31.0,70.2,10.89,2.34,107.58,10.03,6.8,51.8,30.4,1.9,24.63,8.9,69.0
Electronics,68.3,69.5,2,3,12.3,10.0,3.5,158.6,99.0,47.9,Road,Hazira (Surat),Cyclone Alert & Coastal Freight Halt,25.0,71.5,-0.54,2.97,21.77,4.81,6.29,87.5,41.5,2.8,13.76,13.3,75.4
Automotive,46.2,71.4,6,2,15.0,12.8,4.6,474.2,30.3,79.7,Rail,JNPT (Navi Mumbai),Cyclone Alert & Coastal Freight Halt,33.0,88.2,4.98,2.86,44.09,-0.08,5.9,89.6,65.0,1.3,7.36,8.2,55.0
Automotive,62.6,66.6,2,5,15.4,24.1,6.5,11.1,54.4,77.7,Air,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),32.0,66.1,8.72,8.72,10.24,3.31,5.26,21.1,32.6,4.4,14.49,7.5,47.5
Electronics,76.2,67.5,3,0,12.2,16.2,8.5,373.4,81.8,57.6,Road,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,-3.12,-0.73,5.29,-2.19,3.39,28.1,25.6,0.8,0.76,0.1,28.6
Electronics,52.7,73.2,5,4,12.7,23.7,8.4,56.0,66.2,51.9,Road,JNPT (Navi Mumbai),Global Container Shortage,8.0,60.9,0.38,2.73,109.6,4.45,7.32,40.4,24.5,1.4,14.76,3.6,40.6
Engineering,46.6,47.6,5,1,28.6,25.6,10.4,28.1,33.2,59.9,Road,Visakhapatnam,Global Container Shortage,14.0,89.4,6.27,-0.17,92.17,9.52,6.75,74.6,26.4,2.5,11.5,7.4,43.6
Textiles,30.8,39.5,5,4,20.5,34.0,12.6,1461.5,7.7,45.3,Road,Hazira (Surat),Monsoon Flooding & Highway Blockade,34.0,82.8,12.91,2.35,15.58,0.47,7.08,41.5,87.1,8.9,8.79,12.4,39.5
Automotive,49.6,55.4,2,0,9.1,12.7,3.5,2466.6,37.9,87.9,Road,Mundra (Gujarat),Major Port Congestion & Strike,30.0,47.4,13.78,2.19,40.98,1.72,5.21,59.5,43.4,6.3,12.6,9.0,60.0
Textiles,30.4,44.5,4,3,7.7,27.5,10.1,1298.9,22.2,68.0,Road,Kolkata & Haldia,Critical Raw Material Shortage,38.0,73.8,8.06,3.68,10.61,42.19,6.82,45.7,41.5,1.5,20.66,4.5,48.3
Textiles,24.9,45.9,5,3,15.0,37.4,18.0,16.5,36.3,47.9,Rail,Mundra (Gujarat),Import Tariff & Trade Restriction,22.0,74.9,9.31,2.84,12.94,33.66,4.68,22.8,44.8,2.0,17.49,4.7,43.3
Pharmaceuticals,65.9,89.3,2,2,25.2,35.7,15.4,351.3,69.9,56.7,Rail,Chennai Port,Cyclone Alert & Coastal Freight Halt,8.0,71.6,-2.92,0.43,25.07,4.98,4.97,75.7,18.8,2.5,9.61,8.4,40.6
Engineering,49.2,45.6,3,1,19.9,30.9,9.6,2853.4,31.8,79.4,Road,Chennai Port,Cyclone Alert & Coastal Freight Halt,14.0,66.6,11.73,0.29,35.56,6.16,4.6,84.9,41.3,3.2,9.24,7.6,34.1
Textiles,28.7,50.7,3,3,15.8,42.1,16.0,76.8,34.9,68.3,Multimodal,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,-1.89,2.55,4.74,-1.29,4.38,15.6,33.5,0.0,0.76,0.0,9.0
FMCG,22.6,42.5,4,7,4.0,12.7,3.4,1888.4,34.1,46.0,Road,Cochin Port,Major Port Congestion & Strike,27.0,58.8,4.67,1.31,37.66,4.23,4.38,77.9,36.3,6.1,9.41,9.0,54.4
Electronics,83.8,67.6,1,0,14.4,23.1,12.3,12.5,67.2,87.4,Rail,Chennai Port,Currency Depreciation (USD/INR Spike),34.0,75.8,-0.5,6.68,9.16,2.23,5.7,16.6,44.2,3.5,12.93,9.4,54.2
Chemicals,51.7,47.2,1,8,11.5,20.9,11.0,59.0,59.6,68.4,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-2.84,0.16,6.92,-1.68,5.6,25.2,19.5,1.5,2.13,0.8,14.9
Chemicals,44.5,45.4,3,0,33.7,17.9,5.6,2262.8,77.0,65.4,Road,Mundra (Gujarat),Global Container Shortage,42.0,79.7,-3.1,0.53,119.28,15.6,6.62,41.4,25.5,3.4,30.0,11.3,76.9
Automotive,63.0,95.0,3,2,19.3,16.6,8.9,682.7,68.0,89.9,Road,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,-0.82,-1.56,1.43,2.02,6.28,7.9,24.7,1.7,0.04,0.0,24.4
Pharmaceuticals,54.0,42.1,2,1,38.8,31.9,17.3,1763.3,79.4,73.6,Rail,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,18.0,77.7,42.85,3.03,14.87,7.91,5.99,60.0,55.6,2.3,17.59,11.0,55.5
Automotive,28.1,69.5,3,3,6.4,18.1,5.5,45.3,58.8,80.5,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,14.0,41.9,24.96,1.69,14.82,1.51,6.49,34.4,45.1,3.0,9.59,5.4,38.1
FMCG,6.7,84.9,3,3,16.1,6.3,3.3,86.7,27.1,73.2,Rail,JNPT (Navi Mumbai),Currency Depreciation (USD/INR Spike),16.0,89.9,4.72,12.0,-7.17,2.09,6.5,29.8,43.9,2.0,4.05,4.2,53.5
Pharmaceuticals,87.9,58.1,4,5,20.4,18.0,5.0,54.9,70.1,77.4,Sea,Chennai Port,Import Tariff & Trade Restriction,38.0,29.6,3.35,1.58,18.29,14.67,5.1,26.8,48.4,2.9,10.57,6.5,43.6
Textiles,23.3,41.8,3,5,9.9,22.5,6.5,39.9,52.0,66.4,Sea,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,19.0,53.7,3.04,-1.34,23.88,5.59,3.96,47.1,43.5,3.4,6.7,5.9,30.8
Chemicals,54.9,57.4,5,3,21.9,25.2,9.8,1045.5,17.2,49.6,Sea,Chennai Port,Import Tariff & Trade Restriction,30.0,41.2,1.35,2.09,10.56,9.62,6.82,50.5,46.9,2.9,5.88,4.5,28.5
Chemicals,55.6,46.7,4,2,20.1,26.8,11.2,31.0,56.5,41.6,Road,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,0.09,0.77,1.14,1.01,4.33,19.6,36.0,0.1,0.58,0.3,15.7
FMCG,14.9,49.0,3,6,6.6,28.0,11.6,1955.9,14.3,35.3,Rail,Visakhapatnam,Labor Union Agitation,12.0,47.4,4.59,1.78,12.12,3.08,5.09,65.1,45.3,4.2,4.2,6.1,24.2
FMCG,6.8,38.3,1,3,11.8,34.8,16.3,62.9,42.5,66.9,Road,Cochin Port,Labor Union Agitation,33.0,52.1,-2.06,1.59,16.11,8.42,6.03,66.1,56.2,3.4,6.94,7.8,29.5
Pharmaceuticals,48.8,63.9,3,4,21.2,38.5,20.7,259.6,22.1,75.7,Sea,Visakhapatnam,Crude Oil Surge & Fuel Surcharge,28.0,59.6,42.1,0.5,4.32,0.52,4.36,29.3,57.5,3.0,11.84,6.0,36.9
Steel & Metallurgy,5.0,60.6,4,2,27.4,21.6,11.7,753.4,67.6,68.1,Rail,Chennai Port,None (Normal Baseline),0.0,0.0,3.63,-1.79,1.12,1.7,4.24,21.6,36.2,0.7,0.0,0.7,22.0
FMCG,42.2,55.9,2,6,7.8,32.3,17.0,22.5,23.9,65.1,Road,Chennai Port,Critical Raw Material Shortage,10.0,38.3,-1.37,1.97,10.41,44.52,3.5,47.9,41.0,2.5,14.78,4.1,34.3
FMCG,17.9,64.9,2,5,6.6,17.8,9.7,120.4,0.0,49.6,Rail,Chennai Port,Major Port Congestion & Strike,6.0,61.4,-3.07,-0.12,44.38,3.4,5.73,70.7,52.5,5.8,3.41,6.5,28.5
Chemicals,57.1,57.1,2,1,13.1,35.7,19.5,16.2,76.2,81.9,Road,Kolkata & Haldia,Critical Raw Material Shortage,13.0,57.2,2.93,1.69,-7.37,43.46,6.06,40.3,55.9,4.2,18.45,8.4,46.7
Engineering,20.3,44.9,2,1,17.7,34.9,19.1,16.0,50.4,38.7,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,0.27,-0.42,-10.81,0.25,5.91,16.2,32.9,0.6,2.8,0.5,16.8
Engineering,43.3,69.9,4,2,21.5,33.2,15.7,1332.7,16.3,70.5,Sea,Visakhapatnam,Global Container Shortage,35.0,27.7,13.3,3.41,55.81,12.5,3.94,42.4,38.3,3.3,11.94,4.4,34.4
Automotive,8.0,60.4,1,2,18.6,8.0,3.6,1933.7,72.5,63.2,Road,Chennai Port,Global Container Shortage,12.0,85.7,10.0,2.22,80.91,1.35,5.37,52.3,35.7,2.6,16.17,7.4,72.7
Automotive,39.7,44.0,5,4,15.9,6.6,2.9,10.7,50.7,67.3,Road,JNPT (Navi Mumbai),Labor Union Agitation,13.0,69.9,-6.25,1.55,15.9,11.03,5.95,65.5,50.1,3.5,8.57,8.3,64.4
Steel & Metallurgy,58.3,29.1,6,3,12.3,32.3,17.1,160.3,44.3,69.6,Road,Mundra (Gujarat),Import Tariff & Trade Restriction,23.0,51.6,16.34,0.26,14.27,10.18,5.96,29.4,38.3,2.3,9.07,5.0,31.4
Engineering,35.8,39.7,5,1,22.5,24.4,12.1,192.7,56.9,50.0,Road,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),8.0,62.3,3.05,7.18,-1.95,4.78,5.8,28.3,39.4,2.3,6.88,4.8,30.3
Automotive,47.0,50.6,2,1,17.8,24.7,9.9,23.7,65.5,57.2,Road,Mundra (Gujarat),Global Container Shortage,12.0,34.8,14.65,1.33,109.57,0.1,5.56,22.0,27.8,3.8,14.05,4.7,36.7
Pharmaceuticals,29.0,53.1,2,0,24.3,36.5,14.7,106.8,55.4,50.4,Road,Cochin Port,Import Tariff & Trade Restriction,13.0,54.1,-2.04,-0.17,5.86,26.67,5.08,60.0,39.1,2.7,11.86,7.3,37.8
Textiles,54.2,54.8,4,4,12.0,31.9,12.3,362.6,0.0,53.5,Rail,Cochin Port,Currency Depreciation (USD/INR Spike),5.0,81.9,-0.99,6.43,0.56,1.3,6.42,60.0,40.4,4.3,6.02,6.0,30.2
Pharmaceuticals,31.4,45.9,9,3,18.6,21.8,8.5,157.2,72.2,46.6,Road,Kolkata & Haldia,Crude Oil Surge & Fuel Surcharge,9.0,79.9,47.96,2.69,-4.97,1.45,5.3,39.2,31.5,0.5,9.63,4.3,33.7
FMCG,22.4,75.8,3,2,4.0,25.8,11.6,699.4,49.3,74.7,Road,Visakhapatnam,Monsoon Flooding & Highway Blockade,33.0,93.1,12.07,1.73,-4.6,3.26,4.77,45.3,90.0,8.1,11.38,15.1,59.4
